AudioFile,Time,Speaker,Content,Processed,Phonemes
audio_00588,6.2,GTI531,"Heading 070, Giant 531",Heading Zero Seven Zero Giant Five Three One,HH EH D IH NG Z IH R OW S EH V AH N Z IH R OW JH AY AH N T F AY V TH R IY W AH N
audio_00589,10.2,ARR,"Korean Air 024, turn right heading 300, cleared ILS RWY33R Approach",Korean Air Zero Two Four turn right heading Three Zero Zero cleared I L S Runway Three Three Right Approach,K AO R IY AH N EH R Z IH R OW T UW F AO R T ER N R AY T HH EH D IH NG TH R IY Z IH R OW Z IH R OW K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T AH P R OW CH
audio_00590,15.2,KAL024,"Right turn heading 300, cleared ILS RWY33R Approach, Korean Air 024",Right turn heading Three Zero Zero cleared I L S Runway Three Three Right Approach Korean Air Zero Two Four,R AY T T ER N HH EH D IH NG TH R IY Z IH R OW Z IH R OW K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T AH P R OW CH K AO R IY AH N EH R Z IH R OW T UW F AO R
audio_00591,22.3,AAR522,"Asiana 522, established",Asiana Five Two Two established,AA S IY AA N AH F AY V T UW T UW IH S T AE B L IH SH T
audio_00592,24.3,ARR,Roger,Roger,R AA JH ER
audio_00593,30.3,KAL054,"Arrival, Korean Air 054 Heavy, confirm maintain heading?",Arrival Korean Air Zero Five Four Heavy confirm maintain heading,ER AY V AH L K AO R IY AH N EH R Z IH R OW F AY V F AO R HH EH V IY K AH N F ER M M EY N T EY N HH EH D IH NG
audio_00594,34.3,ARR,"Stand by, Korean Air 054, turn left heading 360, cleared ILS RWY34L Approach",Stand by Korean Air Zero Five Four turn left heading Three Six Zero cleared I L S Runway Three Four Left Approach,S T AE N D B AY K AO R IY AH N EH R Z IH R OW F AY V F AO R T ER N L EH F T HH EH D IH NG TH R IY S IH K S Z IH R OW K L IH R D AY EH L EH S R AH N W EY TH R IY F AO R L EH F T AH P R OW CH
audio_00595,39.3,KAL054,"Left turn heading 360, cleared ILS 34L Approach, Korean Air 054 Heavy",Left turn heading Three Six Zero cleared I L S Three Four Left Approach Korean Air Zero Five Four Heavy,L EH F T T ER N HH EH D IH NG TH R IY S IH K S Z IH R OW K L IH R D AY EH L EH S TH R IY F AO R L EH F T AH P R OW CH K AO R IY AH N EH R Z IH R OW F AY V F AO R HH EH V IY
audio_00596,44.3,ARR,"Asiana 522, contact Tower 118.8",Asiana Five Two Two contact Tower One One Eight Decimal Eight,AA S IY AA N AH F AY V T UW T UW K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L EY T
audio_00597,47.3,AAR522,"1 Eighteen 8, Asiana 522",One Eighteen Eight Asiana Five Two Two,W AH N EY T IY N EY T AA S IY AA N AH F AY V T UW T UW
audio_00598,49.3,ARR,"Giant 531, turn left heading 050",Giant Five Three One turn left heading Zero Five Zero,JH AY AH N T F AY V TH R IY W AH N T ER N L EH F T HH EH D IH NG Z IH R OW F AY V Z IH R OW
audio_00599,52.3,GTI531,"Heading 050, Giant 531",Heading Zero Five Zero Giant Five Three One,HH EH D IH NG Z IH R OW F AY V Z IH R OW JH AY AH N T F AY V TH R IY W AH N
audio_00600,56.3,PAC785,"Arrival, Polar 785, 6000', heading 020",Arrival Polar Seven Eight Five Six Thousand heading Zero Two Zero,ER AY V AH L P OW L ER S EH V AH N EY T F AY V S IH K S TH AW Z AH N D HH EH D IH NG Z IH R OW T UW Z IH R OW
audio_00601,62.3,ARR,"Polar 785 Heavy, Seoul Approach, expect RWY33R, turn left heading 300, descend to 5000'",Polar Seven Eight Five Heavy Seoul Approach expect Runway Three Three Right turn left heading Three Zero Zero descend to Five Thousand,P OW L ER S EH V AH N EY T F AY V HH EH V IY S OW L AH P R OW CH IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T T ER N L EH F T HH EH D IH NG TH R IY Z IH R OW Z IH R OW D IH S EH N D T UW F AY V TH AW Z AH N D
audio_00602,68.3,PAC785,"Left turn heading 300, 5000', Polar 785",Left turn heading Three Zero Zero Five Thousand Polar Seven Eight Five,L EH F T T ER N HH EH D IH NG TH R IY Z IH R OW Z IH R OW F AY V TH AW Z AH N D P OW L ER S EH V AH N EY T F AY V
audio_00603,72.3,ARR,"Korean Air 054, traffic 1 o'clock, 4miles, 3000' descending, Airbus 330, RWY33R inbound",Korean Air Zero Five Four traffic One oclock 4miles Three Thousand descending Airbus Three Three Zero Runway Three Three Right inbound,K AO R IY AH N EH R Z IH R OW F AY V F AO R T R AE F IH K W AH N AH K L AA K F AO R M AH L Z TH R IY TH AW Z AH N D D IH S EH N D IH NG EH R B AH S TH R IY TH R IY Z IH R OW R AH N W EY TH R IY TH R IY R AY T IH N B AW N D
audio_00604,79.3,KAL054,"Looking out, Korean Air 054 Heavy",Looking out Korean Air Zero Five Four Heavy,L UH K IH NG AW T K AO R IY AH N EH R Z IH R OW F AY V F AO R HH EH V IY
audio_00605,81.3,ARR,"Giant 531, traffic Eleven o'clock 4miles, north bound, 1000' 6 Hundred, Boeing Seven Fourty Seven, RWY34L",Giant Five Three One traffic Eleven oclock 4miles north bound One Thousand Six Hundred Boeing Seven Fourty Seven Runway Three Four Left,JH AY AH N T F AY V TH R IY W AH N T R AE F IH K IH L EH V AH N AH K L AA K F AO R M AH L Z N AO R TH B AW N D W AH N TH AW Z AH N D S IH K S HH AH N D R AH D B OW IH NG S EH V AH N F AO R T IY S EH V AH N R AH N W EY TH R IY F AO R L EH F T
audio_00606,91.3,GTI531,"Giant 531, roger",Giant Five Three One roger,JH AY AH N T F AY V TH R IY W AH N R AA JH ER
audio_00607,93.3,ARR,"T way 126, for spacing turn risht heading 080",Tee Way One Two Six for spacing turn risht heading Zero Eight Zero,T IY W EY W AH N T UW S IH K S F AO R S P EY S IH NG T ER N R IH SH T HH EH D IH NG Z IH R OW EY T Z IH R OW
audio_00608,97.3,TWB126,"Right turn 080, T way 126",Right turn Zero Eight Zero Tee Way One Two Six,R AY T T ER N Z IH R OW EY T Z IH R OW T IY W EY W AH N T UW S IH K S
audio_00609,102.1,ARR,"Korean Air 054, same traffic, Twelve o'clock, 2000' 6 Hundred, RWY33R inbound",Korean Air Zero Five Four same traffic Twelve oclock Two Thousand Six Hundred Runway Three Three Right inbound,K AO R IY AH N EH R Z IH R OW F AY V F AO R S EY M T R AE F IH K T W EH L V AH K L AA K T UW TH AW Z AH N D S IH K S HH AH N D R AH D R AH N W EY TH R IY TH R IY R AY T IH N B AW N D
audio_00610,108.1,KAL054,"Traffic in sight, we're established on the localizer, Korean Air 054 Heavy",Traffic in sight were established on the localizer Korean Air Zero Five Four Heavy,T R AE F IH K IH N S AY T W ER IH S T AE B L IH SH T AA N DH AH L OW K AH L AY Z ER K AO R IY AH N EH R Z IH R OW F AY V F AO R HH EH V IY
audio_00611,112.1,ARR,Roger,Roger,R AA JH ER
audio_00612,113.1,ARR,"Korean Air 024 Heavy, contact Tower 118.2",Korean Air Zero Two Four Heavy contact Tower One One Eight Decimal Two,K AO R IY AH N EH R Z IH R OW T UW F AO R HH EH V IY K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L T UW
audio_00613,117.1,KAL024,"1 Eighteen 2, Korean Air 024",One Eighteen Two Korean Air Zero Two Four,W AH N EY T IY N T UW K AO R IY AH N EH R Z IH R OW T UW F AO R
audio_00614,122.1,ARR,"Korean Air 054 Heavy, contact Tower 118.8, maintain visual seperation",Korean Air Zero Five Four Heavy contact Tower One One Eight Decimal Eight maintain visual seperation,K AO R IY AH N EH R Z IH R OW F AY V F AO R HH EH V IY K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L EY T M EY N T EY N V IH ZH AH W AH L S EH P ER EY SH AH N
audio_00615,127.1,KALO054,"Eighteen 8, visual seperation, Korean Air 054 Heavy, good day",Eighteen Eight visual seperation Korean Air Zero Five Four Heavy good day,EY T IY N EY T V IH ZH AH W AH L S EH P ER EY SH AH N K AO R IY AH N EH R Z IH R OW F AY V F AO R HH EH V IY G UH D D EY
audio_00616,131.1,ARR,"Giant 531, turn left heading 360, cleared ILS RWY33R Approach",Giant Five Three One turn left heading Three Six Zero cleared I L S Runway Three Three Right Approach,JH AY AH N T F AY V TH R IY W AH N T ER N L EH F T HH EH D IH NG TH R IY S IH K S Z IH R OW K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T AH P R OW CH
audio_00617,136.1,GTI531,"Heading 360, cleared ILS 33R Approach, Giant 531",Heading Three Six Zero cleared I L S Three Three Right Approach Giant Five Three One,HH EH D IH NG TH R IY S IH K S Z IH R OW K L IH R D AY EH L EH S TH R IY TH R IY R AY T AH P R OW CH JH AY AH N T F AY V TH R IY W AH N
audio_00618,141.3,ARR,"T way 126, turn left heading 060",Tee Way One Two Six turn left heading Zero Six Zero,T IY W EY W AH N T UW S IH K S T ER N L EH F T HH EH D IH NG Z IH R OW S IH K S Z IH R OW
audio_00619,144.8,TWB126,"Left turn heading 060, T way 126",Left turn heading Zero Six Zero Tee Way One Two Six,L EH F T T ER N HH EH D IH NG Z IH R OW S IH K S Z IH R OW T IY W EY W AH N T UW S IH K S
audio_00620,148.8,ARR,"T way 126, increase speed 180",Tee Way One Two Six increase speed One Eight Zero,T IY W EY W AH N T UW S IH K S IH N K R IY S S P IY D W AH N EY T Z IH R OW
audio_00621,151.6,TWB126,"Speed 180 , T way 126",Speed One Eight Zero Tee Way One Two Six,S P IY D W AH N EY T Z IH R OW T IY W EY W AH N T UW S IH K S
audio_00622,156.4,ARR,"Polar 2 correction  785, descend to 2000' 6 Hundred, cleared ILS RWY33R Approach",Polar Two correction Seven Eight Five descend to Two Thousand Six Hundred cleared I L S Runway Three Three Right Approach,P OW L ER T UW K ER EH K SH AH N S EH V AH N EY T F AY V D IH S EH N D T UW T UW TH AW Z AH N D S IH K S HH AH N D R AH D K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T AH P R OW CH
audio_00624,172.7,ARR,"T way 126, now resume normal speed",Tee Way One Two Six now resume normal speed,T IY W EY W AH N T UW S IH K S N AW R EH Z AH M EY N AO R M AH L S P IY D
audio_00625,176.4,TWB126,"Normal speed, T way 126",Normal speed Tee Way One Two Six,N AO R M AH L S P IY D T IY W EY W AH N T UW S IH K S
audio_00626,180.1,ARR,"T way 126, turn left heading 360, cleared ILS RWY34L Approach",Tee Way One Two Six turn left heading Three Six Zero cleared I L S Runway Three Four Left Approach,T IY W EY W AH N T UW S IH K S T ER N L EH F T HH EH D IH NG TH R IY S IH K S Z IH R OW K L IH R D AY EH L EH S R AH N W EY TH R IY F AO R L EH F T AH P R OW CH
audio_00627,184.1,TWB126,"Heading 360, cleared ILS RWY34L, T way 126",Heading Three Six Zero cleared I L S Runway Three Four Left Tee Way One Two Six,HH EH D IH NG TH R IY S IH K S Z IH R OW K L IH R D AY EH L EH S R AH N W EY TH R IY F AO R L EH F T T IY W EY W AH N T UW S IH K S
audio_00628,190.7,ARR,"Giant 531 Heavy, confirm established RWY33R?",Giant Five Three One Heavy confirm established Runway Three Three Right,JH AY AH N T F AY V TH R IY W AH N HH EH V IY K AH N F ER M IH S T AE B L IH SH T R AH N W EY TH R IY TH R IY R AY T
audio_00629,194.7,GTI531,"Established 33R, Giant 531",Established Three Three Right Giant Five Three One,IH S T AE B L IH SH T TH R IY TH R IY R AY T JH AY AH N T F AY V TH R IY W AH N
audio_00630,197.7,ARR,"Giant 531 Heavy, contact Incheon Tower 118.2",Giant Five Three One Heavy contact Incheon Tower One One Eight Decimal Two,JH AY AH N T F AY V TH R IY W AH N HH EH V IY K AA N T AE K T IH N CH AH N T AW ER W AH N W AH N EY T D EH S AH M AH L T UW
audio_00631,200.7,GTI531,"Tower 118 Point 2, Giant 531, thank you",Tower One One Eight Point Two Giant Five Three One thank you,T AW ER W AH N W AH N EY T P OY N T T UW JH AY AH N T F AY V TH R IY W AH N TH AE NG K Y UW
audio_00632,203.7,ARR,"T way 126, traffic Eleven o'clock, 4miles north west bound, Boeing Seven Fourty Four, 2600 for descending, RWY33R inbound traffic",Tee Way One Two Six traffic Eleven oclock 4miles north west bound Boeing Seven Fourty Four Two Six Zero Zero for descending Runway Three Three Right inbound traffic,T IY W EY W AH N T UW S IH K S T R AE F IH K IH L EH V AH N AH K L AA K F AO R M AH L Z N AO R TH W EH S T B AW N D B OW IH NG S EH V AH N F AO R T IY F AO R T UW S IH K S Z IH R OW Z IH R OW F AO R D IH S EH N D IH NG R AH N W EY TH R IY TH R IY R AY T IH N B AW N D T R AE F IH K
audio_00633,211.7,TWB126,"Looking out T way ah in sight, T way 126",Looking out Tee Way ah in sight Tee Way One Two Six,L UH K IH NG AW T T IY W EY AA IH N S AY T T IY W EY W AH N T UW S IH K S
audio_00634,215.7,ARR,"T way 126, maintain visual seperation",Tee Way One Two Six maintain visual seperation,T IY W EY W AH N T UW S IH K S M EY N T EY N V IH ZH AH W AH L S EH P ER EY SH AH N
audio_00635,217.7,TWB126,"Roger, T way 126",Roger Tee Way One Two Six,R AA JH ER T IY W EY W AH N T UW S IH K S
audio_00636,221.6,TWB126,"T way 126, established RWY34L",Tee Way One Two Six established Runway Three Four Left,T IY W EY W AH N T UW S IH K S IH S T AE B L IH SH T R AH N W EY TH R IY F AO R L EH F T
audio_00637,229.2,ARR,"T way 126, continue approach ",Tee Way One Two Six continue approach,T IY W EY W AH N T UW S IH K S K AH N T IH N Y UW AH P R OW CH
audio_00638,231.2,TWB126,"Continue, T way 126",Continue Tee Way One Two Six,K AH N T IH N Y UW T IY W EY W AH N T UW S IH K S
audio_00639,239.2,PAC785,"Polar 785, established on the localizer",Polar Seven Eight Five established on the localizer,P OW L ER S EH V AH N EY T F AY V IH S T AE B L IH SH T AA N DH AH L OW K AH L AY Z ER
audio_00640,242.2,ARR,"Polar 785 Heavy, reduce speed 160, continue approach",Polar Seven Eight Five Heavy reduce speed One Six Zero continue approach,P OW L ER S EH V AH N EY T F AY V HH EH V IY R AH D UW S S P IY D W AH N S IH K S Z IH R OW K AH N T IH N Y UW AH P R OW CH
audio_00641,249.2,PAC785,"Continue approach, Polar 785",Continue approach Polar Seven Eight Five,K AH N T IH N Y UW AH P R OW CH P OW L ER S EH V AH N EY T F AY V
audio_00642,252.2,ARR,"Polar 785 Heavy, reduce speed 160",Polar Seven Eight Five Heavy reduce speed One Six Zero,P OW L ER S EH V AH N EY T F AY V HH EH V IY R AH D UW S S P IY D W AH N S IH K S Z IH R OW
audio_00643,257.2,APP,"Qatari 8961, turn right heading 300, descend to 2000' 6 Hundred, cleared ILS RWY33R Approach",Qatari Eight Niner Six One turn right heading Three Zero Zero descend to Two Thousand Six Hundred cleared I L S Runway Three Three Right Approach,K AH T AA R IY EY T N AY N ER S IH K S W AH N T ER N R AY T HH EH D IH NG TH R IY Z IH R OW Z IH R OW D IH S EH N D T UW T UW TH AW Z AH N D S IH K S HH AH N D R AH D K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T AH P R OW CH
audio_00644,263.2,QTR8961,"Turn right heading 300, descend to 2000' 6 Hundred, cleared ILS RWY33R, Qatari 8961 Heavy",Turn right heading Three Zero Zero descend to Two Thousand Six Hundred cleared I L S Runway Three Three Right Qatari Eight Niner Six One Heavy,T ER N R AY T HH EH D IH NG TH R IY Z IH R OW Z IH R OW D IH S EH N D T UW T UW TH AW Z AH N D S IH K S HH AH N D R AH D K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T K AH T AA R IY EY T N AY N ER S IH K S W AH N HH EH V IY
audio_00645,272.2,APP,"Asiana 8970, descend to 12000', cancel level restriction, QNH1010",Asiana Eight Niner Seven Zero descend to One Two Thousand cancel level restriction Q N H One Zero One Zero,AA S IY AA N AH EY T N AY N ER S EH V AH N Z IH R OW D IH S EH N D T UW W AH N T UW TH AW Z AH N D K AE N S AH L L EH V AH L R IY S T R IH K SH AH N K Y UW EH N EY CH W AH N Z IH R OW W AH N Z IH R OW
audio_00646,277.2,AAR8970,"Descend to 12000', cancel level restriction, QNH1010, Asiana 8970",Descend to One Two Thousand cancel level restriction Q N H One Zero One Zero Asiana Eight Niner Seven Zero,D IH S EH N D T UW W AH N T UW TH AW Z AH N D K AE N S AH L L EH V AH L R IY S T R IH K SH AH N K Y UW EH N EY CH W AH N Z IH R OW W AH N Z IH R OW AA S IY AA N AH EY T N AY N ER S EH V AH N Z IH R OW
audio_00647,284.2,APP,"Cebu 188, descend to 7000'",Cebu One Eight Eight descend to Seven Thousand,S IY B UW W AH N EY T EY T D IH S EH N D T UW S EH V AH N TH AW Z AH N D
audio_00649,290.2,UPS38,"Approach, good afternoon, U P S Thirty Eight, approaching GUKDO, with Tango",Approach good afternoon Uniform Papa Sierra Thirty Eight approaching $GUKDO$ with Tango,AH P R OW CH G UH D AE F T ER N UW N Y UW N AH F AO R M P AA P AH S IY EH R AH TH ER D IY EY T AH P R OW CH IH NG G UW D K OW W IH DH T AE NG G OW
audio_00650,294.2,APP,"U P S Thirty Eight Heavy, Seoul Approach, radar contact, fly heading 300, expect RWY33R",Uniform Papa Sierra Thirty Eight Heavy Seoul Approach radar contact fly heading Three Zero Zero expect Runway Three Three Right,Y UW N AH F AO R M P AA P AH S IY EH R AH TH ER D IY EY T HH EH V IY S OW L AH P R OW CH R EY D AA R K AA N T AE K T F L AY HH EH D IH NG TH R IY Z IH R OW Z IH R OW IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T
audio_00651,299.2,UPS38,"Heading 300, 33R, U P S 38",Heading Three Zero Zero Three Three Right Uniform Papa Sierra Three Eight,HH EH D IH NG TH R IY Z IH R OW Z IH R OW TH R IY TH R IY R AY T Y UW N AH F AO R M P AA P AH S IY EH R AH TH R IY EY T
audio_00652,303.9,APP,"Qatari 8961, resume normal speed",Qatari Eight Niner Six One resume normal speed,K AH T AA R IY EY T N AY N ER S IH K S W AH N R EH Z AH M EY N AO R M AH L S P IY D
audio_00653,306.8,QTR8961,"Normal speed, Qatari 8961",Normal speed Qatari Eight Niner Six One,N AO R M AH L S P IY D K AH T AA R IY EY T N AY N ER S IH K S W AH N
audio_00654,309.8,UPS38,"Approach, confirm heading 300 for U P S Thirty Eight",Approach confirm heading Three Zero Zero for Uniform Papa Sierra Thirty Eight,AH P R OW CH K AH N F ER M HH EH D IH NG TH R IY Z IH R OW Z IH R OW F AO R Y UW N AH F AO R M P AA P AH S IY EH R AH TH ER D IY EY T
audio_00655,312.8,APP,"U P S Thirty Eight, affirm heading 300, descend to FL160",Uniform Papa Sierra Thirty Eight affirm heading Three Zero Zero descend to Flight Level One Six Zero,Y UW N AH F AO R M P AA P AH S IY EH R AH TH ER D IY EY T AH F ER M HH EH D IH NG TH R IY Z IH R OW Z IH R OW D IH S EH N D T UW F L AY T L EH V AH L W AH N S IH K S Z IH R OW
audio_00656,316.8,UPS38,"Okay 300 heading, descend to 160 U P S Thirty Eight",Okay Three Zero Zero heading descend to One Six Zero Uniform Papa Sierra Thirty Eight,OW K EY TH R IY Z IH R OW Z IH R OW HH EH D IH NG D IH S EH N D T UW W AH N S IH K S Z IH R OW Y UW N AH F AO R M P AA P AH S IY EH R AH TH ER D IY EY T
audio_00657,320.8,CAL2160,"Seoul Approach, Dynasty 2160, passing FL197 to FL180 by OLMEN, information Uniform",Seoul Approach Dynasty Two One Six Zero passing Flight Level One Niner Seven to Flight Level One Eight Zero by $OLMEN$ information Uniform,S OW L AH P R OW CH D AY N AH S T IY T UW W AH N S IH K S Z IH R OW P AE S IH NG F L AY T L EH V AH L W AH N N AY N ER S EH V AH N T UW F L AY T L EH V AH L W AH N EY T Z IH R OW B AY OW L M EH N IH N F ER M EY SH AH N Y UW N AH F AO R M
audio_00658,329.8,APP,"Dynasty 2160 Heavy, Seoul Approach, radar contact, fly heading 360, expect RWY34L",Dynasty Two One Six Zero Heavy Seoul Approach radar contact fly heading Three Six Zero expect Runway Three Four Left,D AY N AH S T IY T UW W AH N S IH K S Z IH R OW HH EH V IY S OW L AH P R OW CH R EY D AA R K AA N T AE K T F L AY HH EH D IH NG TH R IY S IH K S Z IH R OW IH K S P EH K T R AH N W EY TH R IY F AO R L EH F T
audio_00659,336.8,CAL2160,"Heading 360, expect RWY34L, Dynasty 2160",Heading Three Six Zero expect Runway Three Four Left Dynasty Two One Six Zero,HH EH D IH NG TH R IY S IH K S Z IH R OW IH K S P EH K T R AH N W EY TH R IY F AO R L EH F T D AY N AH S T IY T UW W AH N S IH K S Z IH R OW
